@relation compiledtraffic
@attribute Time numeric
@attribute isbA numeric
@attribute isbB numeric
@attribute isbC numeric
@attribute vsbA numeric
@attribute vsbB numeric
@attribute vsbC numeric
@attribute isbARmsValue numeric
@attribute isbBRmsValue numeric
@attribute isbCRmsValue numeric
@attribute vsbARmsValue numeric
@attribute vsbBRmsValue numeric
@attribute vsbCRmsValue numeric
@attribute isbATrapAreaSum numeric
@attribute isbBTrapAreaSum numeric
@attribute isbCTrapAreaSum numeric
@attribute vsbATrapAreaSum numeric
@attribute vsbBTrapAreaSum numeric
@attribute vsbCTrapAreaSum numeric
@attribute t numeric
@attribute GooseTimestamp numeric
@attribute SqNum numeric
@attribute StNum numeric
@attribute cbStatus numeric
@attribute frameLen numeric
@attribute ethDst {01:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC, 01:0c:cd:01:2f:81}
@attribute ethSrc {00:a0:f4:08:2f:77, FF:FF:FF:FF:FF:11, FF:FF:FF:FF:FF:22, FF:FF:FF:FF:FF:33, FF:FF:FF:FF:FF:44, FF:FF:FF:FF:FF:55, FF:FF:FF:FF:FF:66, FF:FF:FF:FF:FF:FF, FF:FF:FF:FF:FF:77, FF:FF:FF:FF:FF:AA, FF:FF:FF:FF:FF:BB, FF:FF:FF:FF:FF:CC, FF:FF:FF:FF:FF:DD, FF:FF:FF:FF:FF:EE, FF:FF:FF:FF:FF:AB, FF:FF:FF:FF:FF:AC, 01:0c:cd:01:2f:80}
@attribute ethType {0x000077b7, 0x000088b8, 0x88B8}
@attribute gooseTimeAllowedtoLive numeric
@attribute gooseAppid {0x00003002, 0x00003001}
@attribute gooseLen numeric
@attribute TPID {0x7101, 0x8100}
@attribute gocbRef {LD/LLN0$IntLockB, LD/LLN0$GO$gcbA, LD/LLN0$GO$gcblA}
@attribute datSet {LD/LLN0$IntLockA, AA1C1Q01A1LD0/LLN0$InterlockingC}
@attribute goID {InterlockingF, InterlockingA, IntLockA}
@attribute test {TRUE, FALSE}
@attribute confRev numeric
@attribute ndsCom {TRUE, FALSE}
@attribute numDatSetEntries numeric
@attribute APDUSize numeric
@attribute protocol {SV, GOOSE}
@attribute stDiff numeric
@attribute sqDiff numeric
@attribute gooseLengthDiff numeric
@attribute cbStatusDiff numeric
@attribute apduSizeDiff numeric
@attribute frameLengthDiff numeric
@attribute timestampDiff numeric
@attribute tDiff numeric
@attribute timeFromLastChange numeric
@attribute delay numeric
@attribute class {normal, random_replay, inverse_replay, masquerade_fake_fault, masquerade_fake_normal, injection, high_StNum, poisoned_high_rate}
@data
6424.886,-0.06780434,0.019922791,0.04510143,0.0341291,0.06093713,-0.09505012,0.0496520929491131,0.0531344667707795,0.0535241155913219,0.0679526134798995,0.0679172479475702,0.0677385151797877,-39.504880169493845,-39.559078000776935,-39.50439966277918,-39.51290144553059,-39.51975388417486,-39.467441114305984,6419.60631,6424.886304862896,10,691,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,691,-86,0,0,0,0,0.1342040520185037,-104.50443897954848,5.279994862896274,7.439414639520692e-05,normal
6567.379,0.06404176,-0.0017794403,-0.060007427,-0.0075122677,-0.07973756,0.087237574,0.0491524456258153,0.0538614074506966,0.0528178230728463,0.0679565892567998,0.0677600591762537,0.0676867760327521,-39.518830429937225,-39.563353898025525,-39.41866271174513,-39.49481128022308,-39.47039193336241,-39.534790039702784,6564.60631,6567.870893622295,8,713,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,0,0,0,0,0,0,0.0,0.0,3.2645836222945945,0.4919873722947159,normal
6985.467,-0.038359087,0.07607731,-0.037131134,0.09658668,-0.045590412,-0.050974604,0.0490702808966489,0.0533520510326217,0.0528074981882118,0.0676659944343312,0.0679194768818355,0.0679141595131078,-39.55645559809636,-39.52742801507702,-39.41628611151828,-39.53547630651156,-39.48335920000682,-39.48117357891533,6969.60631,6986.044741514478,21,677,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-91567,-37,0,0,0,0,0.0610575208856971,-115.736022162263,16.438431514477998,0.5779446394781189,normal
204.53928,-0.15244506,1.1485504,-0.9813053,-0.03925196,0.088178754,-0.04548838,0.8756815971662284,0.8239873978425584,0.93812024249464,0.0601300002095743,0.0607308686427355,0.0636413430141068,-37.05484232120216,-43.54625744000077,-38.01037055859342,-39.428778713641805,-39.583067905012285,-39.491146386790206,204.50631,204.53931,4,28,1,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,0,1,0,0,0,0,0.0250000000000056,0.0,0.032999999999987,3.387695312540018e-05,normal
3136.6584,-0.00014232263,-0.14464338,0.05524438,0.0063185818,0.04131902,0.04846179,0.000131591152814,0.100235419628805,0.0696937030751495,0.0238100347952161,0.0679919193655994,0.0683758777367969,-39.499459259982814,-39.44471984251868,-41.43816842348315,-39.81389964645496,-39.512336788349785,-39.52788479847368,3137.50631,3137.51431,3,348,1,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,0,1,0,0,0,0,0.0039999999999054,0.0,0.0079999999998108,0.8558627343750231,normal
1084.5393,0.6931679,0.7256719,-1.3561007,-0.014348488,0.060003515,-0.041104518,0.9532698247206882,0.8811597289680939,1.0330284223617243,0.0409271996366528,0.0462008734600931,0.047493617382614,-40.24123296653852,-52.40787635883317,-26.362158656702377,-39.40794524573721,-39.57641593719018,-39.517438693437725,1084.50631,1084.53931,4,150,1,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,0,1,0,0,0,0,0.0250000000000909,0.0,0.0329999999999017,3.35937488671334e-06,normal
4539.539,-0.02842828,1.1994033,-1.2378579,-0.057103623,0.092669964,-0.02993132,0.0764876051215131,0.8641039247721485,0.8736037822510992,0.0658930499132059,0.0627057375072635,0.0558762647445192,-37.68277416576166,-47.64175215549767,-33.21538638044149,-39.434079404102704,-39.58422158862231,-39.4883501950826,4539.50631,4539.539309999999,4,412,1,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,365,-31,0,1,0,0,5.8104186791752e-05,4099.9,0.032999999999447,0.0002474999992045,normal
2173.6392,-0.046359252,-0.040454756,0.076900065,-0.061781053,0.087374285,-0.023100121,0.1166608468765346,0.088026137884629,0.0733478082921534,0.0684959819896953,0.0687224090110073,0.0693854762408487,-47.571771522052586,-35.992648275219835,-35.02460864291061,-39.546577812579926,-39.45003629580606,-39.50124408208649,2173.60631,2173.63931,4,211,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,94,-36,0,0,0,0,0.0088617414235159,903.0000000000002,0.0329999999999017,0.0001498437500231,normal
4758.8726,-0.02169063,-0.05594745,0.07522969,-0.067670524,0.09356979,-0.025907664,0.0488826838520534,0.0539123354677521,0.0522233179466442,0.0678365851156079,0.0676948443791003,0.0679774028166754,-39.86403257638449,-39.31755367538426,-39.34218622808112,-39.47601558349561,-39.534349355359154,-39.48964103982144,4753.60631,4758.872942539292,10,431,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-93744,-86,0,0,0,0,0.0577931161205924,-104.56748759184212,5.266632539292004,0.0003839455421257,normal
5015.2046,-0.0409713,-0.036842965,0.07543299,-0.027115235,0.093574606,-0.06645534,0.047026645022602,0.0504269541612662,0.0516010121610834,0.0681603992102765,0.0679340947515034,0.068166640225151,-39.60975489130942,-39.81636008408714,-39.07420656387694,-39.480776396696456,-39.5333438134985,-39.48586626193719,4986.60631,5015.204786636552,33,551,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,80,6,0,0,0,0,0.0443379108082808,-6.0,28.598476636551823,0.0001967928019439,normal
390.0817,0.0049490114,0.09014249,-0.093481936,0.08360934,-0.08282538,-0.0007632079,0.0590670195024887,0.0598955357582619,0.0630573913151931,0.0681891235902776,0.0683709158462666,0.0683349903247049,-37.34265459852759,-41.45954345795326,-39.69335478768335,-39.52078964776592,-39.50308778376348,-39.47615121206036,380.60631,390.9866703438909,15,37,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-26152,-13,0,0,0,0,0.0502682285919604,-109.68874028397056,10.380360343890914,0.9049747872502962,normal
8.61425,0.075988345,0.027425293,-0.099735655,0.06624285,-0.09680483,0.030147497,0.081238942108676,0.0598770099423337,0.0609564976703443,0.0686544241789624,0.0675344981932173,0.0684224802930031,-35.31399406743003,-41.04973395331763,-41.02179005858488,-39.47826648468617,-39.47762128434261,-39.52455661125714,8.606309999999999,8.614309999999998,3,7,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,2,0,0,0,0,0,0.0,0.0,0.0079999999999991,5.981689452916328e-05,normal
5080.1875,-0.054729376,-0.014790002,0.06724162,-0.013596922,0.0880262,-0.07442242,0.0530967977935524,0.0585572500215985,0.0562041362287896,0.0682013554320045,0.068100063228139,0.0680862571848728,-39.3872652791033,-39.49125366285443,-39.62184449570486,-39.50240349408705,-39.51157766696997,-39.4860156866489,5054.60631,5080.187694687519,30,473,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-91923,-41,0,0,0,0,0.2530805933056399,-2017.597457490544,25.58138468751895,0.0001946875190697,normal
325.1741,0.015106043,-0.077327125,0.0607973,-0.092214465,0.07219268,0.020003688,0.0454834804358557,0.0512185892330293,0.050151637367898,0.067467524865592,0.0675191510251544,0.067874768073653,-39.50053526376723,-40.030372848326806,-38.96815241200966,-39.45873899810249,-39.54840279376367,-39.4928635211545,233.60631,325.17416783670467,95,29,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-20,81,0,0,0,0,0.2320120353916763,-82.0,91.56785783670466,6.50535015438436e-05,normal
4627.606,0.6416366,-0.033266455,-0.31410286,-0.059387755,0.09413444,-0.028947892,0.807082695112873,0.1050484812894737,0.3914799999578607,0.0604334924308974,0.0673358159107266,0.0677496555523788,-46.02231083251536,-39.72682395693846,-36.09749670536257,-39.531055270461366,-39.49775273888372,-39.47173116746126,4627.60631,4627.60631,1,503,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,2,0,0,0,0,0,0.0,0.0,0.0,0.0003529687501213,normal
2359.495,0.06463708,-0.008828278,-0.053680148,-0.018957602,-0.07245015,0.09139338,0.0491874721258085,0.0536753961853289,0.0529641272755041,0.0679860553985615,0.0678463781535525,0.0677331538391876,-39.6145388961304,-39.43251001067984,-39.45358945247426,-39.49197315523634,-39.47491699305829,-39.533104591973824,2359.60631,2359.61031,2,267,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,0,1,0,0,0,0,0.0039999999999054,0.0,0.0039999999999054,0.1151928125000267,normal
3521.7393,-0.00010183463,-0.04769464,0.07068707,0.009369199,0.09446667,-0.03545326,0.0001195757123721,0.0994901322413345,0.0654519683019098,0.0137276805985615,0.0682211272751394,0.0678162459438467,-39.50061771384472,-39.62255231873132,-40.2014923550887,-39.05893876435584,-39.543499379156856,-39.48514040693408,3519.60631,3521.832501839682,7,387,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,0,0,0,0,0,0,0.0,0.0,2.2261918396820874,0.0932440271822088,normal
996.8923,0.05241757,-0.07472732,0.021479195,-0.09303264,0.023609383,0.069399066,0.0478123935092123,0.0531142965807639,0.053177145454481,0.0676691849639365,0.0679545067850155,0.0678326439697337,-39.269418861018494,-39.709703371918295,-39.59527860445087,-39.467080920847366,-39.51060806575697,-39.52236614780122,988.60631,996.8923134461016,13,91,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-43878,-59,0,1,0,0,0.0322251224672527,-107.61242649230589,8.286003446101631,4.04968828888741e-05,normal
1900.3988,-0.007078319,0.07041495,-0.061795417,0.0886293,-0.07765876,-0.010955263,0.0492924346181703,0.053476658011786,0.0526698271361875,0.067701261138769,0.0677514465269018,0.0679834112493423,-39.49909275234677,-39.56124561163597,-39.44030164764263,-39.533229482593015,-39.46911177525181,-39.49766469700262,1887.60631,1900.9918575200504,18,189,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-38,7,0,0,0,0,0.1086188937435963,-7.0,13.38554752005075,0.5930538091131439,normal
5576.4307,0.027613206,0.04931959,-0.0746847,0.056962464,-0.095882915,0.03892472,0.0491425235289843,0.053598450644879,0.0527754695998554,0.067912813676287,0.0677222223721737,0.0679733770309271,-39.48773069451272,-39.490426082513295,-39.52247650138452,-39.51964018108265,-39.46644014643971,-39.51392141642282,5535.60631,5576.431019348972,45,607,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-19885,-40,0,0,0,0,0.0606533769541783,-160.50396802005343,40.82470934897174,0.0003552864718585,normal
3432.7205,-0.12589397,0.07139536,0.045677457,0.007032516,0.08045759,-0.08704508,0.1098968656378082,0.1094834403823415,0.0735679234479439,0.068291438128974,0.0682527940038192,0.0675864273964884,-38.8892638485413,-39.68437003402505,-39.86975694639841,-39.53404068557029,-39.507298804819584,-39.46217780650477,3433.50631,3433.50631,1,310,1,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,-74,0,0,0,0,0,0.0528307476856753,2278.133331214384,0.0,0.7858510156252123,normal
6423.3486,-0.004526095,0.0714904,-0.0653312,0.08558843,-0.08101327,-0.0045609283,0.0497589822448776,0.0535704902734674,0.0534091585458906,0.0678190791862666,0.0678419647587166,0.0680486038486254,-39.5058580468758,-39.5480160608422,-39.4464370009955,-39.52939371590037,-39.47268062332296,-39.49793077784125,6419.60631,6423.86799251304,9,691,0,200, 01:0c:cd:01:2f:81, 01:0c:cd:01:2f:80, 0x88B8,11000, 0x00003001,186, 0x8100, LD/LLN0$GO$gcblA, LD/LLN0$IntLockA, IntLockA, FALSE,1, FALSE,25,186, GOOSE,0,0,0,0,0,0,0.0,0.0,4.261682513039887,0.5193597005400079,normal
